dataset	model	gen	portrait_js	ci_lower	ci_upper
eucore	BUGGE	15	0.9575458911669229	0.955955202052832	0.959136580281014
eucore	BUGGE	16	0.9588140724832499	0.9569620392319798	0.9606661057345194
eucore	BUGGE	17	0.9588826484096609	0.9572245176765295	0.9605407791427922
eucore	BUGGE	18	0.9594050684696007	0.9579571804849302	0.9608529564542717
eucore	BUGGE	19	0.9598422074447616	0.9583187262469145	0.9613656886426091
eucore	BUGGE	20	0.9603981471973454	0.9589728790203675	0.9618234153743228
eucore	CNRG	1	0.28934894533275957	0.28656084610341215	0.292137044562107
eucore	CNRG	2	0.2967324028275609	0.2940593772000773	0.29940542845504475
eucore	CNRG	3	0.30311092892203173	0.3002171921054838	0.30600466573857976
eucore	CNRG	4	0.31282380429254913	0.31024473831760235	0.3154028702674958
eucore	CNRG	5	0.32774833169968	0.3245428448615589	0.3309538185378012
eucore	CNRG	6	0.34529062909433983	0.34082394928596677	0.3497573089027129
eucore	CNRG	7	0.36065641656038805	0.3569568201628516	0.36435601295792475
eucore	CNRG	8	0.37099106208987864	0.3673533253256333	0.374628798854124
eucore	CNRG	9	0.38821787531703683	0.38440815203436746	0.3920275985997061
eucore	CNRG	10	0.4023724412613522	0.3976810913216991	0.40706379120100505
eucore	CNRG	11	0.4182225917391355	0.4133766854844194	0.4230684979938517
eucore	CNRG	12	0.4342514999740399	0.429068095628029	0.43943490432005056
eucore	CNRG	13	0.45585901847887245	0.4497219403527785	0.4619960966049666
eucore	CNRG	14	0.4706188457576963	0.4635879479807976	0.4776497435345948
eucore	CNRG	15	0.4901991658160923	0.4816758508092444	0.4987224808229403
eucore	CNRG	16	0.5120047773574153	0.5018235282614143	0.5221860264534164
eucore	CNRG	17	0.5353684164573139	0.5222410614125699	0.548495771502058
eucore	CNRG	18	0.5551263140050101	0.5406962667415715	0.569556361268449
eucore	CNRG	19	0.5777860426215895	0.5618191464369683	0.5937529388062105
eucore	CNRG	20	0.6026637503034915	0.5855958883185369	0.6197316122884459
eucore	Chung-Lu	1	0.33562151764675746	0.3327588136606156	0.3384842216328993
eucore	Chung-Lu	2	0.30971254857068314	0.3078010582279328	0.3116240389134336
eucore	Chung-Lu	3	0.29652360407997214	0.29420679237388286	0.2988404157860615
eucore	Chung-Lu	4	0.29159901550472034	0.2891170216874342	0.29408100932200637
eucore	Chung-Lu	5	0.289703897898389	0.28704711949497513	0.292360676301803
eucore	Chung-Lu	6	0.2946757660751736	0.2922840247267216	0.2970675074236256
eucore	Chung-Lu	7	0.30218367309658706	0.3002356065147708	0.3041317396784032
eucore	Chung-Lu	8	0.310464235131081	0.308296863948569	0.31263160631359305
eucore	Chung-Lu	9	0.3205519465773224	0.3180579763601563	0.32304591679448846
eucore	Chung-Lu	10	0.3334505009140505	0.3313499130469199	0.33555108878118106
eucore	Chung-Lu	11	0.3438381651429819	0.3413715109951262	0.34630481929083756
eucore	Chung-Lu	12	0.3566567524079036	0.354302608356777	0.35901089645903056
eucore	Chung-Lu	13	0.37062501924496255	0.3684795403085602	0.37277049818136465
eucore	Chung-Lu	14	0.38471915717350463	0.382623132946845	0.38681518140016435
eucore	Chung-Lu	15	0.39735277326862123	0.39480363768526766	0.3999019088519748
eucore	Chung-Lu	16	0.40988334735984083	0.4076001655558767	0.412166529163805
eucore	Chung-Lu	17	0.42316437857322164	0.4209737677226086	0.4253549894238344
eucore	Chung-Lu	18	0.43579488578619974	0.43339876819056644	0.4381910033818335
eucore	Chung-Lu	19	0.4454532449825364	0.44365979295908786	0.4472466970059844
eucore	Chung-Lu	20	0.4567498330111188	0.454456951100208	0.45904271492202975
eucore	Erdos-Renyi	1	0.47434099596406737	0.47231243484044816	0.47636955708768636
eucore	Erdos-Renyi	2	0.47439796212065344	0.47163338694069123	0.47716253730061564
eucore	Erdos-Renyi	3	0.4753302272919583	0.47137631948820424	0.47928413509571244
eucore	Erdos-Renyi	4	0.47722788060944393	0.47271222837657695	0.48174353284231136
eucore	Erdos-Renyi	5	0.4757486890486946	0.47096162110045103	0.48053575699693807
eucore	Erdos-Renyi	6	0.47903713640976586	0.4742545740565287	0.4838196987630028
eucore	Erdos-Renyi	7	0.47902531136469506	0.47389068228928183	0.4841599404401083
eucore	Erdos-Renyi	8	0.47942736759196636	0.473919545208032	0.4849351899759005
eucore	Erdos-Renyi	9	0.4778472626392437	0.472258993920573	0.4834355313579144
eucore	Erdos-Renyi	10	0.4782082251571154	0.4723967145943272	0.48401973571990387
eucore	Erdos-Renyi	11	0.4769652870161923	0.4701600641657562	0.4837705098666283
eucore	Erdos-Renyi	12	0.4779242129895244	0.47168616088284304	0.48416226509620625
eucore	Erdos-Renyi	13	0.47827776034525654	0.4722790504297335	0.48427647026077947
eucore	Erdos-Renyi	14	0.47972361164829536	0.4737380712584603	0.48570915203813075
eucore	Erdos-Renyi	15	0.47773863140566947	0.471666069961081	0.4838111928502579
eucore	Erdos-Renyi	16	0.4794285387004091	0.47266930933948736	0.48618776806133057
eucore	Erdos-Renyi	17	0.480817383542728	0.4736696635344043	0.4879651035510517
eucore	Erdos-Renyi	18	0.484287182132264	0.4761301724301616	0.4924441918343668
eucore	Erdos-Renyi	19	0.48574958675829066	0.4776063055187746	0.49389286799780685
eucore	Erdos-Renyi	20	0.4829425097463944	0.47485624162701384	0.491028777865775
eucore	GCN_AE	1	0.7309204854272033	0.7254672470529482	0.7363737238014585
eucore	GCN_AE	2	0.8407935720310645	0.8248071207206605	0.8567800233414683
eucore	GCN_AE	3	0.8668909461315654	0.8432711629178383	0.8905107293452922
eucore	GCN_AE	4	0.8814004707293513	0.859464849429749	0.9033360920289539
eucore	GCN_AE	5	0.9200620584522977	0.898663269191573	0.9414608477130217
eucore	GCN_AE	6	0.9527404014605081	0.9380024766891975	0.9674783262318185
eucore	GCN_AE	7	0.9789202788882876	0.9702330723299757	0.9876074854465995
eucore	GCN_AE	8	0.9880219136156131	0.982925916098641	0.993117911132585
eucore	GCN_AE	9	0.9897910583893896	0.9856370603636536	0.9939450564151254
eucore	GCN_AE	10	0.9915008329156312	0.9886754797291474	0.9943261861021145
eucore	GCN_AE	11	0.9917085646031036	0.9890097450002218	0.9944073842059851
eucore	GCN_AE	12	0.9921884674846723	0.9895828142776526	0.9947941206916915
eucore	GCN_AE	13	0.9924337449555835	0.9897391888257776	0.9951283010853886
eucore	GCN_AE	14	0.9923358945274984	0.9895127693660145	0.9951590196889818
eucore	GCN_AE	15	0.9924409785403485	0.9897555996279358	0.9951263574527606
eucore	GCN_AE	16	0.9931392559732218	0.9910333949264687	0.9952451170199743
eucore	GCN_AE	17	0.9932488730846444	0.9911616718775422	0.9953360742917461
eucore	GCN_AE	18	0.9932488730846444	0.9911616718775422	0.9953360742917461
eucore	GCN_AE	19	0.9932488730846444	0.9911616718775422	0.9953360742917461
eucore	GCN_AE	20	0.9932488730846444	0.9911616718775422	0.9953360742917461
eucore	GraphRNN	1	0.4071748708997606	0.3915952334303857	0.42275450836913564
eucore	GraphRNN	2	0.627534103769182	0.620801558344825	0.6342666491935385
eucore	GraphRNN	3	0.8004675363591776	0.7973975226260527	0.8035375500923024
eucore	GraphRNN	4	0.8756764358930538	0.8732165616085141	0.8781363101775936
eucore	GraphRNN	5	0.9151910974665686	0.9123827101044105	0.9179994848287266
eucore	GraphRNN	6	0.8948978219688416	0.8910482259039051	0.8987474180337786
eucore	GraphRNN	7	0.8452846228822479	0.8389580060757544	0.8516112396887408
eucore	GraphRNN	8	0.756375159756355	0.7503584162411834	0.7623919032715265
eucore	GraphRNN	9	0.6550058367555568	0.6466802027831908	0.663331470727923
eucore	GraphRNN	10	0.5749534754872806	0.5670082520611831	0.5828986989133781
eucore	GraphRNN	11	0.5493527589037486	0.5407107560123547	0.5579947617951424
eucore	GraphRNN	12	0.4895579201151862	0.4852819832580567	0.49383385697231597
eucore	GraphRNN	13	0.47269151283199035	0.4675033429216704	0.4778796827423105
eucore	GraphRNN	14	0.49639424951088046	0.49011273352374074	0.5026757654980201
eucore	GraphRNN	15	0.4709465787968067	0.45938282295770255	0.4825103346359109
eucore	GraphRNN	16	0.542531282314801	0.5334622509298043	0.5516003136997975
eucore	GraphRNN	17	0.5927625859070188	0.5865789294712116	0.598946242342826
eucore	GraphRNN	18	0.6026543731317799	0.5843350436238522	0.6209737026397072
eucore	GraphRNN	19	0.5870257138968319	0.5814638166703942	0.5925876111232701
eucore	GraphRNN	20	0.6025898898585191	0.5950993670617796	0.6100804126552585
eucore	HRG	1	0.5438538811794286	0.5048922746193714	0.5828154877394858
eucore	HRG	2	0.584292433667703	0.5406429024490843	0.6279419648863221
eucore	HRG	3	0.614368177397289	0.5648358221851912	0.6639005326093865
eucore	HRG	4	0.6074396810244115	0.5642233314733112	0.6506560305755122
eucore	HRG	5	0.5666786007740625	0.5285386275141396	0.6048185740339854
eucore	HRG	6	0.5826410106728767	0.5350551626797192	0.6302268586660339
eucore	HRG	7	0.5401269091503109	0.49856586766830685	0.581687950632315
eucore	HRG	8	0.5060377929014944	0.4688056912341448	0.5432698945688441
eucore	HRG	9	0.5110237454111897	0.47377569821282267	0.5482717926095566
eucore	HRG	10	0.5123176929346063	0.4741110078424179	0.5505243780267947
eucore	HRG	11	0.5327265870220929	0.49281468706644177	0.5726384869777439
eucore	HRG	12	0.5298247130392091	0.4892284257852875	0.5704210002931306
eucore	HRG	13	0.5107117508448872	0.4779929203335618	0.5434305813562126
eucore	HRG	14	0.5386669842798281	0.504693402239304	0.5726405663203523
eucore	HRG	15	0.5346229658031958	0.5004096448014732	0.5688362868049182
eucore	HRG	16	0.5379371340865348	0.5036279972537091	0.5722462709193602
eucore	HRG	17	0.5414057532148466	0.5083216059492507	0.5744899004804426
eucore	HRG	18	0.5500716363544512	0.5176856205279541	0.5824576521809484
eucore	HRG	19	0.5370738814256051	0.5029655391259935	0.5711822237252167
eucore	HRG	20	0.5231813255792673	0.4914769898545326	0.5548856613040023
eucore	Kronecker	1	0.8662139320157248	0.862483604547386	0.8699442594840641
eucore	Kronecker	2	0.9485431215522526	0.9475000943795757	0.9495861487249295
eucore	Kronecker	3	0.8909532267665712	0.88968777783638	0.8922186756967626
eucore	Kronecker	4	0.7553103105517869	0.7527334167474758	0.7578872043560984
eucore	Kronecker	5	0.7922904224362449	0.7869154494644675	0.7976653954080222
eucore	Kronecker	6	0.936702720076504	0.9361582705882419	0.9372471695647662
eucore	Kronecker	7	0.94914061141418	0.9487258226992297	0.9495554001291304
eucore	Kronecker	8	0.9507518188050676	0.950424288890794	0.9510793487193413
eucore	Kronecker	9	0.9509079351702721	0.9506391951985615	0.951176675141983
eucore	Kronecker	10	0.9512784054193173	0.950928059078239	0.9516287517603956
eucore	Kronecker	11	0.9518304334538097	0.9515236934082019	0.9521371734994177
eucore	Kronecker	12	0.9516337642122319	0.951297004883724	0.9519705235407406
eucore	Kronecker	13	0.9516386311587369	0.951287685288696	0.9519895770287778
eucore	Kronecker	14	0.9514520045470245	0.9511361602741606	0.951767848819888
eucore	Kronecker	15	0.9515336553921169	0.9511617944456286	0.9519055163386049
eucore	Kronecker	16	0.9517864647721663	0.9514600042542108	0.952112925290122
eucore	Kronecker	17	0.9517268757276096	0.9514408485288874	0.9520129029263322
eucore	Kronecker	18	0.95143400561853	0.9511066605206555	0.9517613507164044
eucore	Kronecker	19	0.9515624730297948	0.9512452831136414	0.951879662945948
eucore	Kronecker	20	0.9518251691396286	0.9515284783600915	0.9521218599191663
eucore	Linear_AE	1	0.6788608276485956	0.6768848600259189	0.6808367952712718
eucore	Linear_AE	2	0.7573871151858492	0.7547614301359796	0.7600128002357188
eucore	Linear_AE	3	0.7949235062441099	0.7921311992354496	0.79771581325277
eucore	Linear_AE	4	0.8037320622432921	0.8009634955907915	0.8065006288957929
eucore	Linear_AE	5	0.8289057233924723	0.8239489918636544	0.8338624549212907
eucore	Linear_AE	6	0.8761825952384298	0.8684068418734824	0.8839583486033772
eucore	Linear_AE	7	0.9289634994940471	0.9200060892713601	0.937920909716735
eucore	Linear_AE	8	0.9616938032611383	0.9537121996703027	0.9696754068519743
eucore	Linear_AE	9	0.9758466275635733	0.9700257125846139	0.9816675425425321
eucore	Linear_AE	10	0.9811325263136407	0.977685825693902	0.9845792269333793
eucore	Linear_AE	11	0.9841160498311058	0.9817985688924872	0.9864335307697246
eucore	Linear_AE	12	0.9851878200725919	0.9832840929077279	0.9870915472374558
eucore	Linear_AE	13	0.9851907755074708	0.9832106884481666	0.987170862566775
eucore	Linear_AE	14	0.9848341416271569	0.9826387103626664	0.9870295728916474
eucore	Linear_AE	15	0.9848093014888601	0.9826854418890332	0.9869331610886876
eucore	Linear_AE	16	0.9853665798089313	0.9835867414485039	0.9871464181693582
eucore	Linear_AE	17	0.9841519447465739	0.9810142596071385	0.9872896298860092
eucore	Linear_AE	18	0.9858735321704784	0.9841056858069898	0.9876413785339669
eucore	Linear_AE	19	0.9859686353467265	0.9842386485548152	0.9876986221386376
eucore	Linear_AE	20	0.9859551371183586	0.9842534509818572	0.9876568232548599
eucore	NetGAN	1	0.31487492750562895	0.30456707325236193	0.325182781758896
eucore	SBM	1	0.38987833493109014	0.387063566216703	0.39269310364547727
eucore	SBM	2	0.39419336977224484	0.39094479989772435	0.39744193964676544
eucore	SBM	3	0.39048145522467137	0.38685493898758866	0.39410797146175386
eucore	SBM	4	0.3925457511081121	0.3892892270845721	0.3958022751316524
eucore	SBM	5	0.3918283752159242	0.38772275727848193	0.3959339931533662
eucore	SBM	6	0.39332638155698435	0.3895719947422197	0.39708076837174866
eucore	SBM	7	0.3895050493486071	0.3863832616703842	0.3926268370268297
eucore	SBM	8	0.38954809787559985	0.38565585812727354	0.39344033762392594
eucore	SBM	9	0.39053274908932417	0.3865621484405091	0.39450334973813944
eucore	SBM	10	0.38894242210339697	0.3855226387930034	0.39236220541379063
eucore	SBM	11	0.3888508679057005	0.3853143483197436	0.3923873874916575
eucore	SBM	12	0.388265408503364	0.38452018956111406	0.39201062744561405
eucore	SBM	13	0.3897043044924749	0.38588698107718405	0.39352162790776574
eucore	SBM	14	0.3861024432690502	0.3819023882934802	0.39030249824462016
eucore	SBM	15	0.386482791188604	0.3822755947794281	0.39068998759778006
eucore	SBM	16	0.38630158043276025	0.38277887748863854	0.38982428337688185
eucore	SBM	17	0.38299782944295624	0.37964099003506285	0.3863546688508492
eucore	SBM	18	0.3831036311137606	0.37933409605387414	0.386873166173647
eucore	SBM	19	0.38319446918040306	0.3790627443483252	0.3873261940124809
eucore	SBM	20	0.3798543710454995	0.37547111219808393	0.3842376298929151
