dataset	model	gen	pgd_rgfd	ci_lower	ci_upper
eucore	GraphRNN	1	0.08520784181910868	0.07835491936073993	0.09206076427747739
eucore	GraphRNN	2	0.139870626565446	0.1369097748992093	0.14283147823168268
eucore	GraphRNN	3	0.15868248861620485	0.1570751824692304	0.16028979476317928
eucore	GraphRNN	4	0.16308097698322452	0.16187089308846395	0.1642910608779851
eucore	GraphRNN	5	0.1597820772801651	0.15828918519000962	0.1612749693703206
eucore	GraphRNN	6	0.13693852622696603	0.13544977811754447	0.13842727433638755
eucore	GraphRNN	7	0.1176152703207814	0.11549062874905318	0.11973991189250961
eucore	GraphRNN	8	0.09454624834992144	0.09317117314406667	0.09592132355577629
eucore	GraphRNN	9	0.07457336595052862	0.07257530978812422	0.07657142211293295
eucore	GraphRNN	10	0.05919506416809192	0.057059716506480354	0.06133041182970353
eucore	GraphRNN	11	0.055161487667185385	0.05293555310948839	0.05738742222488237
eucore	GraphRNN	12	0.03080925250604126	0.029072946869355572	0.03254555814272695
eucore	GraphRNN	13	0.023282718210804566	0.022072622255059342	0.02449281416654977
eucore	GraphRNN	14	0.025694929383810537	0.02433811835452255	0.027051740413098532
eucore	GraphRNN	15	0.035705292299893	0.03255134050372169	0.03885924409606434
eucore	GraphRNN	16	0.06431772800972814	0.0614562023766223	0.06717925364283389
eucore	GraphRNN	17	0.09016450136780575	0.08709430208022532	0.09323470065538626
eucore	GraphRNN	18	0.11924502138018227	0.11066228561067278	0.12782775714969177
eucore	GraphRNN	19	0.11285177816806499	0.11105983111644983	0.1146437252196801
eucore	GraphRNN	20	0.12327717784941944	0.12054387248617936	0.12601048321265954
eucore	HRG	1	0.07852944264288263	0.07008752399297931	0.08697136129278597
eucore	HRG	2	0.04510222128293442	0.03777424352877458	0.05243019903709423
eucore	HRG	3	0.054488543930135774	0.046085785120380085	0.06289130273989144
eucore	HRG	4	0.09256289901062921	0.08038685414825214	0.10473894387300625
eucore	HRG	5	0.12649569116594184	0.11266541179629709	0.14032597053558662
eucore	HRG	6	0.16091164676686762	0.14765646056758946	0.17416683296614588
eucore	HRG	7	0.18751195084632638	0.17644523534919465	0.19857866634345817
eucore	HRG	8	0.2035753510433099	0.19422243275067108	0.2129282693359486
eucore	HRG	9	0.21665569781801544	0.20862209263386602	0.22468930300216491
eucore	HRG	10	0.22336525619926423	0.21575069048674891	0.2309798219117795
eucore	HRG	11	0.22951003232967568	0.22198528393006695	0.2370347807292844
eucore	HRG	12	0.2320157185582199	0.22522536037119945	0.23880607674524035
eucore	HRG	13	0.23371955375613576	0.22754971205640348	0.2398893954558682
eucore	HRG	14	0.2338541470382636	0.2280775739167304	0.23963072015979675
eucore	HRG	15	0.23151250424671932	0.22583705736813742	0.23718795112530122
eucore	HRG	16	0.2315861496221412	0.22620688977058698	0.2369654094736954
eucore	HRG	17	0.22985681569442648	0.22527576028875923	0.2344378711000938
eucore	HRG	18	0.227183237247642	0.222051218924122	0.23231525557116195
eucore	HRG	19	0.2253499220513423	0.21980550113759767	0.23089434296508687
eucore	HRG	20	0.22297561627066617	0.217568011343104	0.2283832211982284
eucore	Kronecker	1	0.19808160491119955	0.19467306684088884	0.20149014298151022
eucore	Kronecker	2	0.529974962868737	0.5243209780637956	0.535628947673678
eucore	Kronecker	3	0.9856646175160505	0.9815735624438597	0.9897556725882417
eucore	Kronecker	4	1.4290640175482734	1.4241482224805613	1.4339798126159837
eucore	Kronecker	5	1.8360589253132822	1.8295557617204932	1.8425620889060699
eucore	Kronecker	6	1.962328502945871	1.961759165999809	1.962897839891933
eucore	Kronecker	7	1.9746144751025994	1.9744476452686903	1.9747813049365093
eucore	Kronecker	8	1.9757653270374562	1.9756854356529032	1.9758452184220097
eucore	Kronecker	9	1.97613471883053	1.976079198107615	1.9761902395534434
eucore	Kronecker	10	1.9763550102277239	1.9762956081500742	1.9764144123053735
eucore	Kronecker	11	1.9764777235777453	1.9764210100802304	1.9765344370752602
eucore	Kronecker	12	1.9765297875940107	1.9764863347561137	1.9765732404319076
eucore	Kronecker	13	1.9765337848325562	1.9764870870891555	1.9765804825759576
eucore	Kronecker	14	1.9765482511040984	1.9764993764052645	1.9765971258029322
eucore	Kronecker	15	1.9765731081232487	1.976524425304575	1.976621790941922
eucore	Kronecker	16	1.9765465864828275	1.9764913634198107	1.976601809545843
eucore	Kronecker	17	1.9764726728938626	1.9764218008125727	1.976523544975154
eucore	Kronecker	18	1.9764979863001697	1.9764517282891874	1.9765442443111507
eucore	Kronecker	19	1.9764969675062296	1.9764521440910425	1.9765417909214167
eucore	Kronecker	20	1.9765290382262755	1.976476959817063	1.9765811166354865
eucore	Linear_AE	1	1.6141028443740533	1.6131344488135368	1.6150712399345706
eucore	Linear_AE	2	1.7832188743733786	1.7793569014336381	1.787080847313119
eucore	Linear_AE	3	1.8247206138823335	1.8225466674278734	1.8268945603367936
eucore	Linear_AE	4	1.8268877418626113	1.8247508818353184	1.8290246018899046
eucore	Linear_AE	5	1.829969195049742	1.8277008387565234	1.8322375513429607
eucore	Linear_AE	6	1.8339236549145943	1.8311584571521191	1.8366888526770695
eucore	Linear_AE	7	1.8386735198459787	1.8321214506185681	1.8452255890733884
eucore	Linear_AE	8	1.8426958048645405	1.8335280605827726	1.8518635491463094
eucore	Linear_AE	9	1.8437133868007545	1.8343784325872121	1.8530483410142973
eucore	Linear_AE	10	1.843756953180109	1.8343927723419844	1.8531211340182332
eucore	Linear_AE	11	1.843668794857611	1.834249097967198	1.8530884917480235
eucore	Linear_AE	12	1.843703399947184	1.8342744060657732	1.8531323938285942
eucore	Linear_AE	13	1.8437447097684603	1.834314730256436	1.8531746892804841
eucore	Linear_AE	14	1.8437678356431995	1.8343379776274236	1.8531976936589745
eucore	Linear_AE	15	1.8436921486662865	1.8342670478288836	1.8531172495036885
eucore	Linear_AE	16	1.8436348343559963	1.834209151779357	1.8530605169326355
eucore	Linear_AE	17	1.8443955444912075	1.8346985706737085	1.854092518308706
eucore	Linear_AE	18	1.846122296819929	1.8350127461995986	1.8572318474402592
eucore	Linear_AE	19	1.8461226056150004	1.8350134479269238	1.857231763303078
eucore	Linear_AE	20	1.8461162681999266	1.8350070659874311	1.8572254704124211
eucore	NetGAN	1	0.04227038178717382	0.041922568811411653	0.04261819476293602
eucore	SBM	1	0.022383577592581572	0.021495919716211	0.02327123546895216
eucore	SBM	2	0.02327295891071275	0.022099968228131817	0.02444594959329368
eucore	SBM	3	0.024216415212234145	0.02280803294896733	0.025624797475500966
eucore	SBM	4	0.025294226129634643	0.02370636681987646	0.026882085439392824
eucore	SBM	5	0.026565284534711665	0.024778335521663773	0.02835223354775957
eucore	SBM	6	0.027885995312681683	0.026080579389315524	0.029691411236047877
eucore	SBM	7	0.029187080407697845	0.027309005939489987	0.03106515487590573
eucore	SBM	8	0.03038992778379151	0.02854470577233447	0.032235149795248545
eucore	SBM	9	0.031695360683093254	0.02970333788883152	0.03368738347735499
eucore	SBM	10	0.03250894738297412	0.030443788190975037	0.0345741065749732
eucore	SBM	11	0.03405974933998167	0.03205197920692811	0.03606751947303523
eucore	SBM	12	0.03584358762370932	0.033731360208228645	0.03795581503919
eucore	SBM	13	0.03696790866334665	0.034646893600007556	0.03928892372668576
eucore	SBM	14	0.0381843369741312	0.03571239266882916	0.04065628127943321
eucore	SBM	15	0.039593941606528495	0.03702145322007727	0.04216642999297972
eucore	SBM	16	0.04106658313631561	0.03858404981714427	0.04354911645548697
eucore	SBM	17	0.04248149907041365	0.04006919870858746	0.044893799432239846
eucore	SBM	18	0.044112444764331356	0.04179818735040934	0.04642670217825336
eucore	SBM	19	0.04553672079755643	0.043208157266986916	0.04786528432812594
eucore	SBM	20	0.04659051955429229	0.044278663828006895	0.0489023752805777
