dataset	model	gen	degree_js	ci_lower	ci_upper
flights	BUGGE	18	0.18542653246212432	0.15276814571003064	0.2180849192142181
flights	BUGGE	19	0.16981933643331737	0.14043287529145768	0.19920579757517695
flights	BUGGE	20	0.18562430921082643	0.1546619898329666	0.21658662858868624
flights	CNRG	1	0.12067959574619615	0.11922808353452663	0.12213110795786566
flights	CNRG	2	0.12165779895873513	0.11994434853878289	0.1233712493786874
flights	CNRG	3	0.12113511315004527	0.11934907590657713	0.12292115039351341
flights	CNRG	4	0.12459106809057394	0.12229983872507152	0.12688229745607638
flights	CNRG	5	0.12931249405160108	0.12751212995408195	0.13111285814912021
flights	CNRG	6	0.13328174364269305	0.13108704730906082	0.13547643997632522
flights	CNRG	7	0.13671900884691035	0.1346093137630824	0.1388287039307383
flights	CNRG	8	0.13969627187873154	0.13730955547125998	0.1420829882862031
flights	CNRG	9	0.14412900587385552	0.14142021728027301	0.14683779446743814
flights	CNRG	10	0.14047226184596456	0.1376290467966547	0.14331547689527444
flights	CNRG	11	0.14033941153724694	0.13795357110091971	0.14272525197357422
flights	CNRG	12	0.14334719424649375	0.1407682230943509	0.14592616539863665
flights	CNRG	13	0.14699107622215615	0.14436829367036752	0.14961385877394484
flights	CNRG	14	0.14808880032245286	0.14548174058738278	0.15069586005752295
flights	CNRG	15	0.15061285781439937	0.14748643453418755	0.15373928109461113
flights	CNRG	16	0.1506261934038971	0.147800971309145	0.1534514154986492
flights	CNRG	17	0.15181435906162513	0.1485125028304924	0.15511621529275788
flights	CNRG	18	0.1534946757025396	0.1501661680520081	0.15682318335307116
flights	CNRG	19	0.15499484145736683	0.15198333508406714	0.15800634783066636
flights	CNRG	20	0.16510253480481868	0.16203165762875518	0.16817341198088218
flights	Chung-Lu	1	0.1301096479403181	0.11938095684704647	0.14083833903358972
flights	Chung-Lu	2	0.1326974094721376	0.11760793216951794	0.14778688677475732
flights	Chung-Lu	3	0.1312835617323616	0.11628359752808921	0.14628352593663407
flights	Chung-Lu	4	0.14270646657699929	0.12183993980454659	0.16357299334945197
flights	Chung-Lu	5	0.1536459443208809	0.12885059847614636	0.17844129016561547
flights	Chung-Lu	6	0.16573603902480502	0.13793434438494845	0.1935377336646617
flights	Chung-Lu	7	0.17183694855382414	0.14266954858803246	0.20100434851961582
flights	Chung-Lu	8	0.17744116486111317	0.14700633793090453	0.20787599179132174
flights	Chung-Lu	9	0.18459167886026268	0.15336281435384616	0.2158205433666792
flights	Chung-Lu	10	0.1840302652137923	0.1512097369449717	0.21685079348261288
flights	Chung-Lu	11	0.1864961808526927	0.15393261436924938	0.21905974733613598
flights	Chung-Lu	12	0.1879483474343429	0.155566877032078	0.22032981783660788
flights	Chung-Lu	13	0.19473183188048593	0.1616216510807586	0.2278420126802132
flights	Chung-Lu	14	0.1964905293846478	0.16354216054614915	0.22943889822314648
flights	Chung-Lu	15	0.20845754246527273	0.17437005199733263	0.24254503293321283
flights	Chung-Lu	16	0.21507973433056626	0.18054580447911492	0.2496136641820175
flights	Chung-Lu	17	0.22536822730505285	0.1897388760359589	0.2609975785741468
flights	Chung-Lu	18	0.23115483711769563	0.19515767173971607	0.26715200249567517
flights	Chung-Lu	19	0.23664335274702844	0.20032094372522402	0.2729657617688329
flights	Chung-Lu	20	0.24130363960489482	0.20548653114810553	0.2771207480616842
flights	Erdos-Renyi	1	0.3032114094417393	0.26556194163797836	0.3408608772455
flights	Erdos-Renyi	2	0.30879304258643736	0.27538831340770203	0.3421977717651726
flights	Erdos-Renyi	3	0.3057314081149376	0.27263116487929445	0.33883165135058063
flights	Erdos-Renyi	4	0.3044387290494622	0.26643212787180376	0.3424453302271205
flights	Erdos-Renyi	5	0.3060801092979608	0.2716320231555711	0.3405281954403506
flights	Erdos-Renyi	6	0.27892868357180084	0.24643742896817364	0.31141993817542823
flights	Erdos-Renyi	7	0.3254184556144548	0.29307233198613375	0.3577645792427759
flights	Erdos-Renyi	8	0.2788444072334409	0.24667022556308435	0.3110185889037973
flights	Erdos-Renyi	9	0.2965641627096326	0.2603025285839359	0.3328257968353293
flights	Erdos-Renyi	10	0.32127946068778823	0.2827358014418233	0.35982311993375304
flights	Erdos-Renyi	11	0.3152443869696231	0.2813923490674285	0.3490964248718178
flights	Erdos-Renyi	12	0.2950941153977267	0.257521329234715	0.33266690156073814
flights	Erdos-Renyi	13	0.3129933365005671	0.278028020044825	0.3479586529563092
flights	Erdos-Renyi	14	0.3134532868914953	0.2785455209999077	0.3483610527830827
flights	Erdos-Renyi	15	0.2947475425757252	0.25840279091539403	0.3310922942360562
flights	Erdos-Renyi	16	0.30360374934619083	0.2685019163964081	0.3387055822959736
flights	Erdos-Renyi	17	0.32860272678545194	0.298674335242388	0.35853111832851575
flights	Erdos-Renyi	18	0.2899695487890763	0.250989761281897	0.3289493362962558
flights	Erdos-Renyi	19	0.2947539158308581	0.26098048897910375	0.3285273426826124
flights	Erdos-Renyi	20	0.2752385631509478	0.23975195323868995	0.3107251730632057
flights	GCN_AE	1	0.9919351042148794	0.9918594682826455	0.9920107401471133
flights	GCN_AE	2	0.9877129108519902	0.9863898668642705	0.9890359548397103
flights	GCN_AE	3	0.9822475740471561	0.9806919732593359	0.9838031748349768
flights	GCN_AE	4	0.9818992884727165	0.9803862666560323	0.983412310289401
flights	GCN_AE	5	0.9816811636133203	0.9802051359629711	0.9831571912636701
flights	GCN_AE	6	0.981376215918202	0.9800028664944841	0.9827495653419208
flights	GCN_AE	7	0.9805987609966264	0.9794841391761032	0.9817133828171499
flights	GCN_AE	8	0.9799305420596621	0.9788851834106451	0.9809759007086796
flights	GCN_AE	9	0.9794225899740406	0.9786333371055924	0.9802118428424895
flights	GCN_AE	10	0.9789213995885645	0.9782989626176791	0.9795438365594499
flights	GCN_AE	11	0.9788432447002391	0.9782727812848082	0.97941370811567
flights	GCN_AE	12	0.9788365641541127	0.9782705990714672	0.9794025292367582
flights	GCN_AE	13	0.978857215130446	0.9782764536160193	0.9794379766448726
flights	GCN_AE	14	0.9788353691608755	0.9782701788762076	0.9794005594455439
flights	GCN_AE	15	0.9769774451120393	0.9732867924654188	0.9806680977586605
flights	GCN_AE	16	0.9769760604618007	0.9732855823812063	0.9806665385423956
flights	GCN_AE	17	0.9770119074802248	0.9733162377107373	0.980707577249713
flights	GCN_AE	18	0.9769886380801343	0.9732964976209041	0.9806807785393644
flights	GCN_AE	19	0.9769766762826682	0.9732861208221496	0.9806672317431867
flights	GCN_AE	20	0.979548027158084	0.9789753027560607	0.9801207515601075
flights	GraphRNN	1	0.801802257102648	0.7723360562582149	0.8312684579470813
flights	GraphRNN	2	0.7459715787842449	0.7382891345648419	0.7536540230036479
flights	GraphRNN	3	0.7430816472985601	0.7271225955994822	0.7590406989976382
flights	GraphRNN	4	0.7772182532168901	0.7728800249016529	0.7815564815321271
flights	GraphRNN	5	0.7274949798328069	0.7172972536012927	0.737692706064321
flights	GraphRNN	6	0.7026296832584107	0.6913809095183892	0.7138784569984322
flights	GraphRNN	7	0.6710793387687667	0.6573199009794515	0.6848387765580823
flights	GraphRNN	8	0.6609447679233865	0.6479044611120236	0.6739850747347494
flights	GraphRNN	9	0.6358417671629237	0.6198048043876815	0.651878729938166
flights	GraphRNN	10	0.5480269334735643	0.5194876418621012	0.5765662250850275
flights	GraphRNN	11	0.5188343698434964	0.48923789088278824	0.5484308488042043
flights	GraphRNN	12	0.4944915824920567	0.46183814469992285	0.5271450202841907
flights	GraphRNN	13	0.4973826765963822	0.46556939645171813	0.5291959567410461
flights	GraphRNN	14	0.4575900460322162	0.4320890394408389	0.48309105262359353
flights	GraphRNN	15	0.3720319709831468	0.33097603681706467	0.41308790514922866
flights	GraphRNN	16	0.31257665114646593	0.2707031018297344	0.35445020046319736
flights	GraphRNN	17	0.28467507014438104	0.24765697058852507	0.32169316970023726
flights	GraphRNN	18	0.267608922170603	0.23051349616839245	0.30470434817281355
flights	GraphRNN	19	0.2102499133876733	0.18026938633088563	0.24023044044446096
flights	GraphRNN	20	0.18325366885910724	0.1614718445119125	0.205035493206302
flights	Kronecker	1	0.120951422297793	0.11829831258657898	0.12360453200900699
flights	Kronecker	2	0.1434073468568595	0.14089362043285186	0.14592107328086712
flights	Kronecker	3	0.12065564655980361	0.1198160039316591	0.1214952891879482
flights	Kronecker	4	0.3792042092846875	0.3403917346256656	0.41801668394370955
flights	Kronecker	5	0.8252155379127479	0.8179093666882145	0.8325217091372812
flights	Kronecker	6	0.9420754141320716	0.9389250527842598	0.9452257754798835
flights	Kronecker	7	0.9849969168313675	0.9842121373332738	0.9857816963294611
flights	Kronecker	8	0.9873397076011214	0.9872309637769626	0.98744845142528
flights	Kronecker	9	0.9870494343676371	0.9869521598816302	0.9871467088536439
flights	Kronecker	10	0.9928580567289247	0.9927114256495986	0.9930046878082512
flights	Kronecker	11	0.9925918690176339	0.9924555299119723	0.9927282081232957
flights	Kronecker	12	0.9924766993502445	0.9923450334092564	0.9926083652912318
flights	Kronecker	13	0.9923938006261669	0.9922650618467266	0.9925225394056072
flights	Kronecker	14	0.9923401886624934	0.9922133926704408	0.992466984654546
flights	Kronecker	15	0.9923780404115887	0.9923486654212169	0.9924074154019608
flights	Kronecker	16	0.9923341836031784	0.9923168738520195	0.9923514933543373
flights	Kronecker	17	0.9923052209175672	0.9922845124165824	0.9923259294185516
flights	Kronecker	18	0.9922801960030457	0.9922634602855886	0.9922969317205026
flights	Kronecker	19	0.9922545841388013	0.9922387896613609	0.9922703786162412
flights	Kronecker	20	0.992030412250484	0.9919160638609301	0.9921447606400384
flights	Linear_AE	1	0.9916428836059094	0.99156222264137	0.9917235445704483
flights	Linear_AE	2	0.9897562211339885	0.9896492833666469	0.9898631589013306
flights	Linear_AE	3	0.989301152328832	0.9890265430153831	0.9895757616422813
flights	Linear_AE	4	0.9832997892041995	0.9822552599605248	0.9843443184478744
flights	Linear_AE	5	0.9812265893826292	0.9806102515611768	0.9818429272040816
flights	Linear_AE	6	0.9807598339074751	0.9805608964833612	0.980958771331589
flights	Linear_AE	7	0.980673396479489	0.9805184024219199	0.9808283905370582
flights	Linear_AE	8	0.980603325002039	0.9803978672889618	0.9808087827151161
flights	Linear_AE	9	0.980603325002039	0.9803978672889618	0.9808087827151161
flights	Linear_AE	10	0.9800325331540887	0.9795995479074183	0.980465518400759
flights	Linear_AE	11	0.9800325331540887	0.9795995479074183	0.980465518400759
flights	Linear_AE	12	0.9800325331540887	0.9795995479074183	0.980465518400759
flights	Linear_AE	13	0.9800325331540887	0.9795995479074183	0.980465518400759
flights	Linear_AE	14	0.9800325331540887	0.9795995479074183	0.980465518400759
flights	Linear_AE	15	0.978172432803934	0.9744496356778316	0.9818952299300363
flights	Linear_AE	16	0.978172432803934	0.9744496356778316	0.9818952299300363
flights	Linear_AE	17	0.978172432803934	0.9744496356778316	0.9818952299300363
flights	Linear_AE	18	0.978172432803934	0.9744496356778316	0.9818952299300363
flights	Linear_AE	19	0.978172432803934	0.9744496356778316	0.9818952299300363
flights	Linear_AE	20	0.9807482385508182	0.9805649690549331	0.980931508046703
flights	SBM	1	0.38733759745691054	0.3865910312800363	0.3880841636337849
flights	SBM	2	0.3914618391568834	0.39063931714720185	0.3922843611665649
flights	SBM	3	0.3919680223205356	0.3908967898041358	0.39303925483693536
flights	SBM	4	0.39190699355545916	0.3910251934647265	0.39278879364619196
flights	SBM	5	0.3924910490790151	0.3916544071799041	0.39332769097812603
flights	SBM	6	0.3929353102766283	0.391765011440359	0.3941056091128976
flights	SBM	7	0.3930870304857703	0.3921692518710265	0.3940048091005141
flights	SBM	8	0.39372590232203253	0.3927464420290058	0.394705362615059
flights	SBM	9	0.3926218058674589	0.39172258060309717	0.39352103113182035
flights	SBM	10	0.38943360702387436	0.3885543195054222	0.39031289454232665
flights	SBM	11	0.39086121837209203	0.3900820041915415	0.39164043255264247
flights	SBM	12	0.39062993844035326	0.3896598645791157	0.3916000123015908
flights	SBM	13	0.3918815284857353	0.39088724258405183	0.3928758143874188
flights	SBM	14	0.3917342815419855	0.39079891362648755	0.3926696494574836
flights	SBM	15	0.39139111342207644	0.3905300012872997	0.3922522255568533
flights	SBM	16	0.39196829706567465	0.3911551477281968	0.3927814464031525
flights	SBM	17	0.39253997017298675	0.3916672402963833	0.3934127000495902
flights	SBM	18	0.3921471668451191	0.391167784415231	0.3931265492750072
flights	SBM	19	0.39272173662112975	0.39182163172944334	0.39362184151281615
flights	SBM	20	0.39366488669776784	0.3927121216184659	0.3946176517770701
