dataset	model	gen	lambda_dist	ci_lower	ci_upper
clique-ring-500-4	SBM	10	71.25317471938138	70.58134096622416	71.9250084725386
clique-ring-500-4	SBM	11	71.16582624684378	70.4049312547389	71.92672123894866
clique-ring-500-4	SBM	12	71.67326189523736	70.83485562679138	72.51166816368328
clique-ring-500-4	SBM	13	71.64100797823204	70.73309562927925	72.54892032718483
clique-ring-500-4	SBM	14	72.04125068536591	71.22242939658099	72.86007197415083
clique-ring-500-4	SBM	15	72.53572531862866	71.5348222495396	73.5366283877177
clique-ring-500-4	SBM	16	72.67845159313984	71.74410271714424	73.61280046913544
clique-ring-500-4	SBM	17	72.6441881165982	71.82281997035253	73.46555626284388
clique-ring-500-4	SBM	18	72.52993002000123	71.65826152450998	73.40159851549248
clique-ring-500-4	SBM	19	72.86249279010116	72.12047712792663	73.60450845227568
clique-ring-500-4	SBM	20	72.78537291675708	71.75151969526623	73.81922613824797
