,name,orig_n,orig_m,model,sel,trial_id,gen_id,gen_n,gen_m,deltacon0,lambda_dist,degree_cvm,pagerank_cvm,pgd_pearson,pgd_spearman,node_diff,edge_diff,num_components,giant_frac,num_clusters,modularity
21,tree,2955,2954,CNRG,fast,2,2,2962,2961,14380.4,0.01,0.125,0.054,4.9048654027217253e-11,0.0,7.0,7.0,1,1.0,57,0.9626733143838488
22,tree,2955,2954,CNRG,fast,2,3,2989,2988,14211.316,0.023,0.125,0.135,1.1349504669411203e-09,0.0,34.0,34.0,1,1.0,58,0.9627123509656652
23,tree,2955,2954,CNRG,fast,2,4,2967,2966,14096.332,0.025,0.125,0.072,1.4265499892474054e-10,0.0,12.0,12.0,1,1.0,56,0.9624854327921428
24,tree,2955,2954,CNRG,fast,2,5,2942,2941,14068.991,0.017,0.125,0.051,1.7236401195219742e-10,0.0,13.0,13.0,1,1.0,60,0.9626531349106382
25,tree,2955,2954,CNRG,fast,2,6,2960,2959,14271.782,0.018,0.125,0.06,2.494682238562973e-11,0.0,5.0,5.0,1,1.0,58,0.9625733852112697
26,tree,2955,2954,CNRG,fast,2,7,2975,2974,14141.731,0.022,0.188,0.114,3.962782324506975e-10,0.0,20.0,20.0,1,1.0,56,0.9628822469019782
27,tree,2955,2954,CNRG,fast,2,8,2966,2965,14113.831,0.032,0.188,0.08,1.1992140613870106e-10,0.0,11.0,11.0,1,1.0,56,0.9628750259491711
28,tree,2955,2954,CNRG,fast,2,9,2938,2937,14009.245,0.045,0.188,0.054,2.962532441586063e-10,0.0,17.0,17.0,1,1.0,55,0.9628208726463077
29,tree,2955,2954,CNRG,fast,2,10,2945,2944,14084.457,0.033,0.188,0.051,1.0218204060663538e-10,0.0,10.0,10.0,1,1.0,54,0.962749344189361
30,tree,2955,2954,CNRG,fast,2,11,2925,2924,14116.357,0.018,0.188,0.06,9.24596288420787e-10,0.0,30.0,30.0,1,1.0,57,0.962422816691338
31,tree,2955,2954,CNRG,fast,2,12,2916,2915,14059.615,0.033,0.188,0.098,1.5725216684359111e-09,0.0,39.0,39.0,1,1.0,56,0.9625383581110301
32,tree,2955,2954,CNRG,fast,2,13,2923,2922,14056.746,0.03,0.188,0.065,1.0542915429567756e-09,0.0,32.0,32.0,1,1.0,54,0.9626305503670377
33,tree,2955,2954,CNRG,fast,2,14,2915,2914,13921.333,0.056,0.188,0.089,1.65852920286369e-09,0.0,40.0,40.0,1,1.0,56,0.962607326286514
34,tree,2955,2954,CNRG,fast,2,15,2919,2918,14007.609,0.045,0.188,0.074,1.338760768909708e-09,0.0,36.0,36.0,1,1.0,55,0.9625292023558254
35,tree,2955,2954,CNRG,fast,2,16,2893,2892,13998.572,0.034,0.188,0.159,4.040829892915099e-09,0.0,62.0,62.0,1,1.0,59,0.9620843807211756
36,tree,2955,2954,CNRG,fast,2,17,2902,2901,13964.753,0.029,0.188,0.122,2.938317145151359e-09,0.0,53.0,53.0,1,1.0,55,0.9624582971959527
37,tree,2955,2954,CNRG,fast,2,18,2927,2926,13940.908,0.038,0.125,0.06,8.087484015817381e-10,0.0,28.0,28.0,1,1.0,54,0.9624237689856284
38,tree,2955,2954,CNRG,fast,2,19,2899,2898,13907.591,0.043,0.188,0.146,3.285984706558054e-09,0.0,56.0,56.0,1,1.0,55,0.9622712243897774
39,tree,2955,2954,CNRG,fast,2,20,2879,2878,13856.184,0.036,0.188,0.182,6.1329465950166195e-09,0.0,76.0,76.0,1,1.0,51,0.9619291420717712
40,tree,2955,2954,CNRG,fast,3,1,2926,2925,14163.011,0.017,0.125,0.081,8.63872862133519e-10,0.0,29.0,29.0,1,1.0,60,0.9623486302870915
41,tree,2955,2954,CNRG,fast,3,2,2907,2906,14080.906,0.025,0.125,0.128,2.4014142896433555e-09,0.0,48.0,48.0,1,1.0,58,0.9623950068420506
42,tree,2955,2954,CNRG,fast,3,3,2921,2920,14126.16,0.019,0.125,0.09,1.1947572930992578e-09,0.0,34.0,34.0,1,1.0,58,0.9621427566147492
43,tree,2955,2954,CNRG,fast,3,4,2933,2932,14037.408,0.03,0.125,0.076,4.991131952181149e-10,0.0,22.0,22.0,1,1.0,56,0.9624558431309773
44,tree,2955,2954,CNRG,fast,3,5,2927,2926,14148.246,0.015,0.125,0.084,8.092149172966856e-10,0.0,28.0,28.0,1,1.0,56,0.9623422993885637
45,tree,2955,2954,CNRG,fast,3,6,2927,2926,14088.948,0.017,0.125,0.081,8.088356651114736e-10,0.0,28.0,28.0,1,1.0,54,0.9624299011058376
46,tree,2955,2954,CNRG,fast,3,7,2944,2943,14096.057,0.018,0.125,0.054,1.2490031231493504e-10,0.0,11.0,11.0,1,1.0,55,0.9627464237548189
47,tree,2955,2954,CNRG,fast,3,8,2963,2962,14184.256,0.027,0.125,0.065,6.334399671459323e-11,0.0,8.0,8.0,1,1.0,56,0.9628770640127184
48,tree,2955,2954,CNRG,fast,3,9,2976,2975,14310.658,0.015,0.125,0.112,4.376585760468288e-10,0.0,21.0,21.0,1,1.0,57,0.9628379916672555
49,tree,2955,2954,CNRG,fast,3,10,2954,2953,14267.625,0.018,0.125,0.053,9.841016890277388e-13,0.0,1.0,1.0,1,1.0,54,0.9627990567657266
50,tree,2955,2954,CNRG,fast,3,11,2959,2958,14328.955,0.011,0.125,0.062,1.63934421593126e-11,0.0,4.0,4.0,1,1.0,59,0.9626141916513402
51,tree,2955,2954,CNRG,fast,3,12,2969,2968,14337.049,0.013,0.125,0.093,1.96305749433634e-10,0.0,14.0,14.0,1,1.0,56,0.9627659091404452
52,tree,2955,2954,CNRG,fast,3,13,2959,2958,14305.739,0.015,0.125,0.063,1.6319501305872564e-11,0.0,4.0,4.0,1,1.0,54,0.9625435040305083
53,tree,2955,2954,CNRG,fast,3,14,2977,2976,14243.329,0.026,0.125,0.117,4.794453722922754e-10,0.0,22.0,22.0,1,1.0,57,0.9628666879841604
54,tree,2955,2954,CNRG,fast,3,15,2988,2987,14322.302,0.016,0.188,0.142,1.0697988050978324e-09,0.0,33.0,33.0,1,1.0,58,0.9631120526858434
55,tree,2955,2954,CNRG,fast,3,16,2960,2959,14235.193,0.015,0.125,0.081,2.440525559421758e-11,0.0,5.0,5.0,1,1.0,55,0.9627780523296817
56,tree,2955,2954,CNRG,fast,3,17,2988,2987,14349.865,0.013,0.125,0.144,1.0659293447901064e-09,0.0,33.0,33.0,1,1.0,59,0.9629116529848292
57,tree,2955,2954,CNRG,fast,3,18,2966,2965,14252.129,0.022,0.188,0.075,1.1895739948641904e-10,0.0,11.0,11.0,1,1.0,56,0.9630090232021135
58,tree,2955,2954,CNRG,fast,3,19,2985,2984,14350.424,0.026,0.125,0.125,8.823439756611151e-10,0.0,30.0,30.0,1,1.0,57,0.9626841928174573
59,tree,2955,2954,CNRG,fast,3,20,2956,2955,14222.612,0.019,0.125,0.072,8.312239785368547e-13,0.0,1.0,1.0,1,1.0,55,0.9627586384601508
60,tree,2955,2954,CNRG,fast,4,1,2933,2932,14187.454,0.015,0.125,0.084,4.960742927551109e-10,0.0,22.0,22.0,1,1.0,61,0.9625240675874626
61,tree,2955,2954,CNRG,fast,4,2,2940,2939,14241.966,0.015,0.125,0.041,2.2941526456321526e-10,0.0,15.0,15.0,1,1.0,59,0.9625816230924804
62,tree,2955,2954,CNRG,fast,4,3,2917,2916,14208.734,0.016,0.125,0.113,1.4936822889666246e-09,0.0,38.0,38.0,1,1.0,56,0.9622477495149974
63,tree,2955,2954,CNRG,fast,4,4,2887,2886,13996.878,0.028,0.125,0.175,4.882531490224551e-09,0.0,68.0,68.0,1,1.0,56,0.9620235139985656
64,tree,2955,2954,CNRG,fast,4,5,2875,2874,13857.943,0.038,0.125,0.196,6.822420073326896e-09,0.0,80.0,80.0,1,1.0,56,0.9621247946095072
65,tree,2955,2954,CNRG,fast,4,6,2887,2886,13869.503,0.039,0.125,0.172,4.8899491122966765e-09,0.0,68.0,68.0,1,1.0,56,0.962235904543597
66,tree,2955,2954,CNRG,fast,4,7,2869,2868,13893.362,0.017,0.188,0.2,7.914346955573137e-09,0.0,86.0,86.0,1,1.0,60,0.9619988586606596
67,tree,2955,2954,CNRG,fast,4,8,2870,2869,13827.113,0.026,0.125,0.2,7.723404582549165e-09,0.0,85.0,85.0,1,1.0,56,0.9620630066645516
68,tree,2955,2954,CNRG,fast,4,9,2846,2845,13761.624,0.039,0.188,0.219,1.2919183278725654e-08,0.0,109.0,109.0,1,1.0,57,0.9620293982289401
69,tree,2955,2954,CNRG,fast,4,10,2827,2826,13669.221,0.073,0.125,0.227,1.805205795957221e-08,0.0,128.0,128.0,1,1.0,57,0.9620436358573128
70,tree,2955,2954,CNRG,fast,4,11,2843,2842,13732.012,0.064,0.125,0.222,1.36723062871269e-08,0.0,112.0,112.0,1,1.0,55,0.9619136596374575
71,tree,2955,2954,CNRG,fast,4,12,2831,2830,13723.788,0.042,0.125,0.227,1.689565742868382e-08,0.0,124.0,124.0,1,1.0,56,0.9616691430783249
72,tree,2955,2954,CNRG,fast,4,13,2831,2830,13771.96,0.044,0.125,0.227,1.6890667642321944e-08,0.0,124.0,124.0,1,1.0,55,0.9619433380364341
73,tree,2955,2954,CNRG,fast,4,14,2850,2849,13766.321,0.028,0.188,0.219,1.1955945233843579e-08,0.0,105.0,105.0,1,1.0,56,0.9620581433498248
74,tree,2955,2954,CNRG,fast,4,15,2876,2875,13799.912,0.051,0.188,0.193,6.653334438944114e-09,0.0,79.0,79.0,1,1.0,55,0.9623006124763702
75,tree,2955,2954,CNRG,fast,4,16,2875,2874,13852.282,0.052,0.125,0.193,6.82311818156478e-09,0.0,80.0,80.0,1,1.0,58,0.9623098458136655
76,tree,2955,2954,CNRG,fast,4,17,2897,2896,13865.743,0.06,0.125,0.153,3.5356061411917494e-09,0.0,58.0,58.0,1,1.0,53,0.9622662521748422
77,tree,2955,2954,CNRG,fast,4,18,2896,2895,13932.615,0.05,0.125,0.154,3.658885083801522e-09,0.0,59.0,59.0,1,1.0,56,0.9624301323525464
78,tree,2955,2954,CNRG,fast,4,19,2918,2917,13900.965,0.061,0.125,0.093,1.420593531697989e-09,0.0,37.0,37.0,1,1.0,58,0.9623354470836321
79,tree,2955,2954,CNRG,fast,4,20,2947,2946,14036.255,0.058,0.188,0.057,6.651523776213253e-11,0.0,8.0,8.0,1,1.0,55,0.9625714202096206
80,tree,2955,2954,CNRG,fast,5,1,2978,2977,14277.563,0.026,0.125,0.139,5.252153156831696e-10,0.0,23.0,23.0,1,1.0,58,0.9626507851201392
81,tree,2955,2954,CNRG,fast,5,2,2981,2980,14515.112,0.036,0.125,0.15,6.711100564160688e-10,0.0,26.0,26.0,1,1.0,57,0.9626829872528271
82,tree,2955,2954,CNRG,fast,5,3,2985,2984,14469.683,0.015,0.188,0.142,8.898835002213445e-10,0.0,30.0,30.0,1,1.0,58,0.9626501079933013
83,tree,2955,2954,CNRG,fast,5,4,2991,2990,14529.401,0.018,0.188,0.16,1.2764792556296811e-09,0.0,36.0,36.0,1,1.0,56,0.963048008411539
84,tree,2955,2954,CNRG,fast,5,5,2985,2984,14416.041,0.014,0.188,0.142,8.896613445941171e-10,0.0,30.0,30.0,1,1.0,59,0.9626958164724823
85,tree,2955,2954,CNRG,fast,5,6,3010,3009,14430.819,0.019,0.188,0.193,2.9389548572567037e-09,0.0,55.0,55.0,1,1.0,58,0.9628098091899102
86,tree,2955,2954,CNRG,fast,5,7,3010,3009,14407.756,0.021,0.188,0.201,2.9381614918833066e-09,0.0,55.0,55.0,1,1.0,53,0.9630028713019023
87,tree,2955,2954,CNRG,fast,5,8,3015,3014,14436.019,0.034,0.188,0.215,3.4865396125738357e-09,0.0,60.0,60.0,1,1.0,57,0.9627568031337056
88,tree,2955,2954,CNRG,fast,5,9,2993,2992,14385.224,0.018,0.188,0.169,1.4212870880214723e-09,0.0,38.0,38.0,1,1.0,55,0.9631412375961569
89,tree,2955,2954,CNRG,fast,5,10,2981,2980,14483.525,0.033,0.188,0.144,6.735503266241949e-10,0.0,26.0,26.0,1,1.0,56,0.9631062226926717
90,tree,2955,2954,CNRG,fast,5,11,3004,3003,14522.684,0.025,0.188,0.205,2.3471918852990825e-09,0.0,49.0,49.0,1,1.0,57,0.9631627114144594
91,tree,2955,2954,CNRG,fast,5,12,2975,2974,14397.676,0.024,0.188,0.15,4.007130183225627e-10,0.0,20.0,20.0,1,1.0,56,0.9626092578179238
92,tree,2955,2954,CNRG,fast,5,13,2978,2977,14426.338,0.022,0.188,0.136,5.277884795873433e-10,0.0,23.0,23.0,1,1.0,57,0.9629425190033227
93,tree,2955,2954,CNRG,fast,5,14,2980,2979,14373.947,0.022,0.188,0.138,6.215000736276011e-10,0.0,25.0,25.0,1,1.0,57,0.9628680837474721
94,tree,2955,2954,CNRG,fast,5,15,2966,2965,14335.42,0.019,0.219,0.09,1.2167389318307187e-10,0.0,11.0,11.0,1,1.0,57,0.9627169706155854
95,tree,2955,2954,CNRG,fast,5,16,2991,2990,14350.469,0.011,0.188,0.16,1.2762971790536426e-09,0.0,36.0,36.0,1,1.0,60,0.9629200456370733
96,tree,2955,2954,CNRG,fast,5,17,2980,2979,14313.635,0.016,0.188,0.152,6.204258218289738e-10,0.0,25.0,25.0,1,1.0,55,0.9629653293091924
97,tree,2955,2954,CNRG,fast,5,18,2968,2967,14214.417,0.03,0.188,0.12,1.6914136757861797e-10,0.0,13.0,13.0,1,1.0,55,0.9626470889934203
98,tree,2955,2954,CNRG,fast,5,19,2939,2938,14207.692,0.02,0.188,0.045,2.588954606252969e-10,0.0,16.0,16.0,1,1.0,55,0.9626587899410607
99,tree,2955,2954,CNRG,fast,5,20,2966,2965,14266.735,0.029,0.188,0.096,1.2227463486169654e-10,0.0,11.0,11.0,1,1.0,56,0.9628681440868585
100,tree,2955,2954,CNRG,fast,6,1,2934,2933,14037.521,0.019,0.125,0.077,4.507995088331995e-10,0.0,21.0,21.0,1,1.0,56,0.9624805681239467
101,tree,2955,2954,CNRG,fast,6,2,2961,2960,14217.5,0.014,0.125,0.068,3.568345618987223e-11,0.0,6.0,6.0,1,1.0,55,0.9624369407414166
102,tree,2955,2954,CNRG,fast,6,3,2972,2971,14243.331,0.015,0.125,0.09,2.872934112829739e-10,0.0,17.0,17.0,1,1.0,58,0.9630012594539767
103,tree,2955,2954,CNRG,fast,6,4,2947,2946,14225.029,0.01,0.125,0.044,6.476441605229866e-11,0.0,8.0,8.0,1,1.0,55,0.9627292740245442
104,tree,2955,2954,CNRG,fast,6,5,2955,2954,14231.826,0.014,0.125,0.044,0.0,0.0,0.0,0.0,1,1.0,56,0.9628263021027911
105,tree,2955,2954,CNRG,fast,6,6,2941,2940,14109.607,0.032,0.125,0.055,2.0042290049815392e-10,0.0,14.0,14.0,1,1.0,58,0.9624973390716827
106,tree,2955,2954,CNRG,fast,6,7,2955,2954,14023.171,0.045,0.188,0.048,1.354472090042691e-14,0.0,0.0,0.0,1,1.0,53,0.9629127666879508
107,tree,2955,2954,CNRG,fast,6,8,2948,2947,13985.857,0.03,0.125,0.043,5.083600207456129e-11,0.0,7.0,7.0,1,1.0,55,0.9626171398818328
108,tree,2955,2954,CNRG,fast,6,9,2945,2944,13935.064,0.044,0.125,0.047,1.0365219793584401e-10,0.0,10.0,10.0,1,1.0,55,0.9626515033339729
109,tree,2955,2954,CNRG,fast,6,10,2970,2969,13969.655,0.049,0.125,0.087,2.2115775877296073e-10,0.0,15.0,15.0,1,1.0,54,0.962739199867136
110,tree,2955,2954,CNRG,fast,6,11,2972,2971,13966.776,0.054,0.125,0.11,2.83796763866917e-10,0.0,17.0,17.0,1,1.0,56,0.9627776233875739
111,tree,2955,2954,CNRG,fast,6,12,2973,2972,14023.411,0.056,0.188,0.088,3.1823377266704256e-10,0.0,18.0,18.0,1,1.0,55,0.9627929314245658
112,tree,2955,2954,CNRG,fast,6,13,2971,2970,13968.858,0.034,0.125,0.085,2.515939678815471e-10,0.0,16.0,16.0,1,1.0,56,0.9628106542416303
113,tree,2955,2954,CNRG,fast,6,14,2997,2996,14008.84,0.04,0.188,0.151,1.715230735221951e-09,0.0,42.0,42.0,1,1.0,57,0.9628875995764706
114,tree,2955,2954,CNRG,fast,6,15,2979,2978,13964.76,0.049,0.188,0.104,5.637167399541454e-10,0.0,24.0,24.0,1,1.0,57,0.9627737953859983
115,tree,2955,2954,CNRG,fast,6,16,2994,2993,13985.75,0.047,0.188,0.148,1.4831111894153537e-09,0.0,39.0,39.0,1,1.0,59,0.9629231766872448
116,tree,2955,2954,CNRG,fast,6,17,2967,2966,13846.656,0.054,0.125,0.073,1.4079726273763526e-10,0.0,12.0,12.0,1,1.0,55,0.9626806095060724
117,tree,2955,2954,CNRG,fast,6,18,2970,2969,13943.624,0.061,0.125,0.107,2.2104718055970807e-10,0.0,15.0,15.0,1,1.0,55,0.9628275156293952
118,tree,2955,2954,CNRG,fast,6,19,2995,2994,14012.797,0.069,0.125,0.168,1.559818718632755e-09,0.0,40.0,40.0,1,1.0,54,0.9630320538650222
119,tree,2955,2954,CNRG,fast,6,20,2988,2987,13931.117,0.074,0.188,0.144,1.0619475299122882e-09,0.0,33.0,33.0,1,1.0,57,0.9629146791548107
120,tree,2955,2954,CNRG,fast,7,1,2939,2938,13979.501,0.046,0.125,0.039,2.6184232559955944e-10,0.0,16.0,16.0,1,1.0,55,0.9625633873828118
121,tree,2955,2954,CNRG,fast,7,2,2951,2950,14057.857,0.036,0.188,0.047,1.6603829422479066e-11,0.0,4.0,4.0,1,1.0,56,0.9624747486354496
122,tree,2955,2954,CNRG,fast,7,3,2962,2961,14110.064,0.026,0.125,0.059,4.839795231248445e-11,0.0,7.0,7.0,1,1.0,55,0.962527777236006
123,tree,2955,2954,CNRG,fast,7,4,2984,2983,14141.254,0.032,0.188,0.138,8.249706473506535e-10,0.0,29.0,29.0,1,1.0,61,0.9626909173212957
124,tree,2955,2954,CNRG,fast,7,5,2978,2977,14143.488,0.03,0.125,0.108,5.209717102161449e-10,0.0,23.0,23.0,1,1.0,57,0.9628171033347253
125,tree,2955,2954,CNRG,fast,7,6,2964,2963,14016.187,0.034,0.188,0.064,7.913869559672548e-11,0.0,9.0,9.0,1,1.0,58,0.962626072557151
126,tree,2955,2954,CNRG,fast,7,7,2946,2945,13961.462,0.02,0.188,0.058,8.447731403293801e-11,0.0,9.0,9.0,1,1.0,59,0.9627087434891516
127,tree,2955,2954,CNRG,fast,7,8,2958,2957,13921.861,0.023,0.188,0.055,8.267053708266303e-12,0.0,3.0,3.0,1,1.0,56,0.9627637668491299
128,tree,2955,2954,CNRG,fast,7,9,2944,2943,13885.927,0.044,0.188,0.054,1.2563639018026151e-10,0.0,11.0,11.0,1,1.0,57,0.9625491081020757
129,tree,2955,2954,CNRG,fast,7,10,2967,2966,13980.857,0.059,0.125,0.079,1.406387228897188e-10,0.0,12.0,12.0,1,1.0,57,0.9626823146025829
130,tree,2955,2954,CNRG,fast,7,11,2972,2971,14001.745,0.036,0.125,0.095,2.8357705073034367e-10,0.0,17.0,17.0,1,1.0,59,0.962752076309067
131,tree,2955,2954,CNRG,fast,7,12,2977,2976,14000.554,0.049,0.188,0.099,4.734582725873793e-10,0.0,22.0,22.0,1,1.0,57,0.9628845842908139
132,tree,2955,2954,CNRG,fast,7,13,2975,2974,13987.981,0.059,0.188,0.11,3.9071812452107224e-10,0.0,20.0,20.0,1,1.0,60,0.9627615528256771
133,tree,2955,2954,CNRG,fast,7,14,2995,2994,13932.693,0.074,0.188,0.158,1.553295381206965e-09,0.0,40.0,40.0,1,1.0,55,0.9629935667371264
134,tree,2955,2954,CNRG,fast,7,15,3005,3004,14014.937,0.061,0.188,0.178,2.4142204901878017e-09,0.0,50.0,50.0,1,1.0,60,0.9629560718863974
135,tree,2955,2954,CNRG,fast,7,16,3016,3015,14040.967,0.076,0.188,0.187,3.5694054378865303e-09,0.0,61.0,61.0,1,1.0,56,0.9630767665266813
136,tree,2955,2954,CNRG,fast,7,17,3036,3035,14081.802,0.063,0.188,0.211,6.226426707556243e-09,0.0,81.0,81.0,1,1.0,57,0.9631787302991731
137,tree,2955,2954,CNRG,fast,7,18,3054,3053,14054.835,0.088,0.188,0.221,9.197135608651763e-09,0.0,99.0,99.0,1,1.0,55,0.9635675401137392
138,tree,2955,2954,CNRG,fast,7,19,3037,3036,13981.21,0.096,0.188,0.214,6.37539343539828e-09,0.0,82.0,82.0,1,1.0,54,0.9631221021870188
139,tree,2955,2954,CNRG,fast,7,20,3067,3066,14072.741,0.093,0.188,0.223,1.1675407529665449e-08,0.0,112.0,112.0,1,1.0,58,0.9635607949315957
140,tree,2955,2954,CNRG,fast,8,1,2933,2932,14060.991,0.029,0.125,0.082,4.945878151474403e-10,0.0,22.0,22.0,1,1.0,59,0.9624761417970589
141,tree,2955,2954,CNRG,fast,8,2,2929,2928,14079.296,0.02,0.125,0.068,6.934285368132009e-10,0.0,26.0,26.0,1,1.0,58,0.9624551391874945
142,tree,2955,2954,CNRG,fast,8,3,2906,2905,14051.306,0.018,0.125,0.128,2.499724982563123e-09,0.0,49.0,49.0,1,1.0,56,0.9621978842342559
143,tree,2955,2954,CNRG,fast,8,4,2887,2886,14017.634,0.014,0.125,0.175,4.875302606066612e-09,0.0,68.0,68.0,1,1.0,53,0.9620513684962749
144,tree,2955,2954,CNRG,fast,8,5,2878,2877,13993.887,0.018,0.125,0.183,6.292727894319228e-09,0.0,77.0,77.0,1,1.0,56,0.9622482022450043
145,tree,2955,2954,CNRG,fast,8,6,2862,2861,14107.076,0.028,0.125,0.208,9.275309409417787e-09,0.0,93.0,93.0,1,1.0,56,0.9620025897579343
146,tree,2955,2954,CNRG,fast,8,7,2886,2885,14088.792,0.017,0.125,0.172,5.0196730105867005e-09,0.0,69.0,69.0,1,1.0,56,0.9623182119911453
147,tree,2955,2954,CNRG,fast,8,8,2870,2869,14099.403,0.02,0.125,0.197,7.70442409869787e-09,0.0,85.0,85.0,1,1.0,54,0.9619679410960383
148,tree,2955,2954,CNRG,fast,8,9,2873,2872,14090.329,0.023,0.125,0.192,7.157443748795345e-09,0.0,82.0,82.0,1,1.0,52,0.9622793992132278
149,tree,2955,2954,CNRG,fast,8,10,2894,2893,14059.466,0.012,0.156,0.143,3.9056025080697054e-09,0.0,61.0,61.0,1,1.0,56,0.9622699176492984
150,tree,2955,2954,CNRG,fast,8,11,2868,2867,13951.807,0.015,0.125,0.195,8.088774205994298e-09,0.0,87.0,87.0,1,1.0,57,0.9622016721070588
151,tree,2955,2954,CNRG,fast,8,12,2863,2862,13919.484,0.016,0.125,0.207,9.079784701881977e-09,0.0,92.0,92.0,1,1.0,52,0.9620293823351452
152,tree,2955,2954,CNRG,fast,8,13,2839,2838,13805.507,0.012,0.125,0.223,1.4680990312321285e-08,0.0,116.0,116.0,1,1.0,55,0.9620261069816114
153,tree,2955,2954,CNRG,fast,8,14,2837,2836,13759.765,0.022,0.125,0.224,1.5212917370277523e-08,0.0,118.0,118.0,1,1.0,55,0.9620984779611726
154,tree,2955,2954,CNRG,fast,8,15,2826,2825,13726.39,0.014,0.125,0.227,1.833668938910904e-08,0.0,129.0,129.0,1,1.0,54,0.9620049181611722
155,tree,2955,2954,CNRG,fast,8,16,2809,2808,13741.875,0.012,0.188,0.23,2.3771672741368377e-08,0.0,146.0,146.0,1,1.0,57,0.9616923640027274
156,tree,2955,2954,CNRG,fast,8,17,2808,2807,13788.193,0.017,0.125,0.23,2.41003563772324e-08,0.0,147.0,147.0,1,1.0,54,0.9618320857736568
157,tree,2955,2954,CNRG,fast,8,18,2809,2808,13718.767,0.018,0.125,0.23,2.3759536560419292e-08,0.0,146.0,146.0,1,1.0,52,0.9619853303747538
158,tree,2955,2954,CNRG,fast,8,19,2831,2830,13792.152,0.027,0.125,0.227,1.6879538544678496e-08,0.0,124.0,124.0,1,1.0,54,0.962319856659466
